Champion,wr,wrdelta,rankwr,Pick Rate,Ban Rate,PBI Index,lane,games,rank,wrdiff,PBIno
Bel'Veth,61.91,10.62,57.62,2.61,7.72,12.0,jungle lane,1079.0,G.MASTER,4.289999999999999,2.797202797202798
Yone,57.7,9.45,57.62,5.75,2.21,0.0,middle lane,2376.0,G.MASTER,0.0800000000000054,0.0
Yunara,56.55,5.38,57.62,9.98,2.16,-11.0,bottom lane,4122.0,G.MASTER,-1.0700000000000003,-10.280373831775698
Jhin,54.92,6.9,57.62,12.59,0.61,-34.0,bottom lane,5200.0,G.MASTER,-2.6999999999999957,-12.592592592592613
Gangplank,57.98,4.37,57.62,4.31,4.16,2.0,top lane,1780.0,G.MASTER,0.35999999999999943,5.555555555555564
Corki,60.02,7.49,57.62,4.06,0.87,10.0,bottom lane,1676.0,G.MASTER,2.4000000000000057,4.166666666666657
Syndra,59.12,9.27,57.62,5.43,3.4,8.0,middle lane,2243.0,G.MASTER,1.5,5.333333333333333
Viego,56.99,8.71,57.62,8.56,6.36,-6.0,jungle lane,3536.0,G.MASTER,-0.6299999999999955,-9.523809523809593
Milio,57.47,7.91,57.62,4.85,4.22,-1.0,support lane,2001.0,G.MASTER,-0.14999999999999858,-6.66666666666673
Janna,57.7,8.0,57.62,5.3,1.98,0.0,support lane,2189.0,G.MASTER,0.0800000000000054,0.0
Kayn,59.01,7.82,57.62,5.55,3.74,8.0,jungle lane,2291.0,G.MASTER,1.3900000000000006,5.755395683453235
Xin Zhao,56.63,6.22,57.62,7.62,4.93,-8.0,jungle lane,3145.0,G.MASTER,-0.9899999999999949,-8.080808080808122
Soraka,55.97,5.97,57.62,4.2,2.47,-7.0,support lane,1733.0,G.MASTER,-1.6499999999999986,-4.242424242424246
Xerath,57.8,9.89,57.62,4.27,3.02,1.0,middle lane,1763.0,G.MASTER,0.17999999999999972,5.555555555555564
Twitch,58.55,9.36,57.62,4.31,5.24,4.0,bottom lane,1778.0,G.MASTER,0.9299999999999997,4.301075268817206
Jarvan IV,56.98,6.23,57.62,10.07,2.39,-7.0,jungle lane,4159.0,G.MASTER,-0.6400000000000006,-10.937499999999991
Orianna,56.58,5.61,57.62,5.3,2.3,-6.0,middle lane,2188.0,G.MASTER,-1.0399999999999991,-5.769230769230774
Shen,58.82,8.87,57.62,3.35,1.6,4.0,top lane,1384.0,G.MASTER,1.2000000000000028,3.3333333333333255
Kai'Sa,55.02,8.51,57.62,12.75,2.26,-34.0,bottom lane,5264.0,G.MASTER,-2.5999999999999943,-13.076923076923105
LeBlanc,56.87,6.92,57.62,5.06,15.17,-4.0,middle lane,2089.0,G.MASTER,-0.75,-5.333333333333333
Alistar,56.64,4.62,57.62,4.32,1.99,-4.0,support lane,1785.0,G.MASTER,-0.9799999999999969,-4.081632653061238
Vel'Koz,60.19,6.21,57.62,1.76,0.92,5.0,bottom lane,726.0,G.MASTER,2.5700000000000003,1.9455252918287935
Kindred,59.97,9.63,57.62,3.56,3.4,9.0,jungle lane,1469.0,G.MASTER,2.3500000000000014,3.8297872340425507
Twisted Fate,57.89,5.8,57.62,5.08,0.73,1.0,middle lane,2097.0,G.MASTER,0.2700000000000031,3.7037037037036606
Miss Fortune,58.51,11.18,57.62,3.64,0.22,3.0,bottom lane,1504.0,G.MASTER,0.8900000000000006,3.3707865168539306
Udyr,60.31,10.6,57.62,3.0,1.87,8.0,jungle lane,1237.0,G.MASTER,2.690000000000005,2.9739776951672807
Aurelion Sol,58.62,8.29,57.62,2.21,0.87,2.0,middle lane,911.0,G.MASTER,1.0,2.0
Braum,57.5,5.03,57.62,4.34,9.5,-1.0,support lane,1793.0,G.MASTER,-0.11999999999999744,-8.333333333333512
Aatrox,56.64,7.37,57.62,4.65,7.12,-5.0,top lane,1921.0,G.MASTER,-0.9799999999999969,-5.1020408163265465
Nidalee,57.29,3.85,57.62,4.0,2.32,-1.0,jungle lane,1653.0,G.MASTER,-0.3299999999999983,-3.030303030303046
Kog'Maw,61.11,12.91,57.62,2.09,0.42,7.0,bottom lane,864.0,G.MASTER,3.490000000000002,2.0057306590257866
Neeko,56.37,4.3,57.62,2.43,1.05,-3.0,support lane,1004.0,G.MASTER,-1.25,-2.4
Aurora,56.93,7.92,57.62,5.7,3.27,-4.0,middle lane,2352.0,G.MASTER,-0.6899999999999977,-5.797101449275382
Kennen,59.09,6.62,57.62,2.65,2.22,4.0,top lane,1095.0,G.MASTER,1.470000000000006,2.7210884353741385
Leona,56.66,5.67,57.62,4.12,2.94,-4.0,support lane,1703.0,G.MASTER,-0.9600000000000009,-4.166666666666663
Shyvana,61.23,12.22,57.62,3.43,4.17,13.0,jungle lane,1416.0,G.MASTER,3.6099999999999994,3.601108033240998
Zoe,57.62,7.09,57.62,3.64,8.85,0.0,middle lane,1503.0,G.MASTER,0.0,
Zeri,57.54,7.02,57.62,4.33,0.33,0.0,bottom lane,1790.0,G.MASTER,-0.0799999999999983,0.0
Brand,58.29,6.0,57.62,3.49,5.46,2.0,bottom lane,1441.0,G.MASTER,0.6700000000000017,2.985074626865664
Poppy,59.2,5.69,57.62,1.33,3.94,2.0,support lane,549.0,G.MASTER,1.5800000000000054,1.2658227848101222
Ivern,60.26,10.13,57.62,2.19,0.6,6.0,jungle lane,906.0,G.MASTER,2.6400000000000006,2.272727272727272
Viktor,57.25,6.09,57.62,8.66,4.29,-3.0,middle lane,3577.0,G.MASTER,-0.36999999999999744,-8.108108108108164
Rakan,55.7,7.04,57.62,4.2,0.6,-8.0,support lane,1736.0,G.MASTER,-1.9199999999999946,-4.1666666666666785
Zyra,61.0,9.84,57.62,1.31,2.03,5.0,jungle lane,541.0,G.MASTER,3.3800000000000026,1.4792899408284013
Tahm Kench,60.7,11.84,57.62,0.89,0.62,3.0,support lane,369.0,G.MASTER,3.0800000000000054,0.9740259740259724
Aphelios,56.49,8.27,57.62,4.31,1.67,-5.0,bottom lane,1779.0,G.MASTER,-1.1299999999999955,-4.424778761061964
Taric,59.79,7.18,57.62,1.62,0.14,4.0,support lane,669.0,G.MASTER,2.1700000000000017,1.8433179723502289
Varus,56.15,4.9,57.62,4.96,5.02,-8.0,bottom lane,2050.0,G.MASTER,-1.4699999999999989,-5.442176870748304
Diana,58.61,12.57,57.62,3.25,2.94,3.0,jungle lane,1341.0,G.MASTER,0.990000000000002,3.030303030303024
Tryndamere,58.65,5.38,57.62,2.84,1.68,3.0,top lane,1173.0,G.MASTER,1.0300000000000011,2.912621359223298
Kassadin,58.54,8.47,57.62,3.91,5.2,4.0,middle lane,1616.0,G.MASTER,0.9200000000000017,4.3478260869565135
Skarner,59.59,7.39,57.62,1.88,0.28,4.0,jungle lane,777.0,G.MASTER,1.970000000000006,2.030456852791872
Kayle,58.55,4.95,57.62,2.21,3.51,2.0,top lane,912.0,G.MASTER,0.9299999999999997,2.150537634408603
Pantheon,56.57,5.58,57.62,2.54,1.32,-3.0,jungle lane,1050.0,G.MASTER,-1.0499999999999972,-2.8571428571428648
Lux,57.96,9.2,57.62,2.07,1.36,1.0,middle lane,854.0,G.MASTER,0.3400000000000034,2.9411764705882057
Swain,57.22,4.08,57.62,2.11,0.96,-1.0,bottom lane,872.0,G.MASTER,-0.3999999999999986,-2.500000000000009
Tristana,56.72,8.27,57.62,3.66,0.93,-3.0,bottom lane,1511.0,G.MASTER,-0.8999999999999986,-3.333333333333339
Nocturne,58.02,10.41,57.62,4.85,6.65,2.0,jungle lane,2001.0,G.MASTER,0.4000000000000057,4.999999999999929
Taliyah,56.64,6.86,57.62,3.48,1.01,-3.0,middle lane,1439.0,G.MASTER,-0.9799999999999969,-3.061224489795928
K'Sante,55.65,9.22,57.62,4.97,2.59,-10.0,top lane,2054.0,G.MASTER,-1.9699999999999989,-5.076142131979698
Warwick,66.92,16.92,57.62,0.64,0.6,6.0,jungle lane,266.0,G.MASTER,9.300000000000004,0.6451612903225803
Ziggs,60.27,8.1,57.62,1.94,0.32,5.0,bottom lane,803.0,G.MASTER,2.6500000000000057,1.8867924528301847
Renata Glasc,58.33,6.16,57.62,0.61,0.09,0.0,support lane,252.0,G.MASTER,0.7100000000000009,0.0
Maokai,56.71,8.74,57.62,1.21,0.09,-1.0,support lane,499.0,G.MASTER,-0.9099999999999966,-1.098901098901103
Evelynn,61.09,9.3,57.62,2.17,2.3,8.0,jungle lane,897.0,G.MASTER,3.470000000000006,2.3054755043227626
Cassiopeia,57.54,4.51,57.62,2.28,2.08,0.0,middle lane,942.0,G.MASTER,-0.0799999999999983,0.0
Annie,58.67,6.91,57.62,4.38,0.74,5.0,middle lane,1810.0,G.MASTER,1.0500000000000043,4.761904761904742
Fiddlesticks,60.0,5.89,57.62,2.54,1.9,6.0,jungle lane,1050.0,G.MASTER,2.3800000000000026,2.521008403361342
Garen,56.15,6.26,57.62,3.17,3.5,-5.0,top lane,1309.0,G.MASTER,-1.4699999999999989,-3.4013605442176895
Xayah,57.5,5.88,57.62,3.07,0.53,0.0,bottom lane,1266.0,G.MASTER,-0.11999999999999744,0.0
Malphite,55.59,3.79,57.62,4.79,16.87,-12.0,top lane,1977.0,G.MASTER,-2.029999999999994,-5.911330049261101
Sivir,54.95,7.61,57.62,3.82,2.26,-10.0,bottom lane,1576.0,G.MASTER,-2.6699999999999946,-3.7453183520599325
Gwen,57.24,8.22,57.62,1.7,3.76,-1.0,top lane,704.0,G.MASTER,-0.37999999999999545,-2.6315789473684523
Morgana,54.08,10.67,57.62,1.13,6.3,-4.0,support lane,466.0,G.MASTER,-3.539999999999999,-1.129943502824859
Elise,57.64,7.9,57.62,2.9,3.02,0.0,jungle lane,1197.0,G.MASTER,0.020000000000003126,0.0
Rumble,54.68,8.19,57.62,3.21,2.89,-10.0,top lane,1326.0,G.MASTER,-2.9399999999999977,-3.4013605442176895
Kalista,56.64,5.44,57.62,2.9,0.39,-3.0,bottom lane,1197.0,G.MASTER,-0.9799999999999969,-3.061224489795928
Lillia,59.27,8.57,57.62,3.47,1.63,6.0,jungle lane,1434.0,G.MASTER,1.6500000000000057,3.636363636363624
Nunu & Willump,58.69,8.97,57.62,2.58,1.04,3.0,jungle lane,1065.0,G.MASTER,1.0700000000000003,2.8037383177570088
Zac,58.29,8.29,57.62,1.87,1.54,1.0,jungle lane,772.0,G.MASTER,0.6700000000000017,1.492537313432832
Nilah,56.59,3.24,57.62,1.69,2.26,-2.0,bottom lane,698.0,G.MASTER,-1.029999999999994,-1.9417475728155453
Rammus,63.39,8.07,57.62,0.62,1.58,4.0,jungle lane,254.0,G.MASTER,5.770000000000003,0.6932409012131712
Volibear,60.52,13.31,57.62,1.67,1.14,5.0,top lane,689.0,G.MASTER,2.9000000000000057,1.7241379310344793
Kled,57.85,11.24,57.62,1.13,0.61,0.0,top lane,465.0,G.MASTER,0.23000000000000398,0.0
Ryze,53.76,4.18,57.62,5.12,1.3,-20.0,middle lane,2115.0,G.MASTER,-3.8599999999999994,-5.181347150259068
Sion,54.85,8.37,57.62,4.34,1.12,-12.0,top lane,1794.0,G.MASTER,-2.769999999999996,-4.3321299638989235
Yuumi,47.5,7.48,57.62,2.52,6.41,-27.0,support lane,1042.0,G.MASTER,-10.119999999999997,-2.6679841897233207
Teemo,57.78,4.88,57.62,2.86,2.04,0.0,top lane,1182.0,G.MASTER,0.1600000000000037,0.0
Hwei,56.8,6.51,57.62,3.99,1.53,-3.0,middle lane,1646.0,G.MASTER,-0.8200000000000003,-3.6585365853658525
Mordekaiser,57.14,11.84,57.62,2.15,2.8,-1.0,top lane,889.0,G.MASTER,-0.4799999999999969,-2.083333333333347
Zaahen,56.71,7.57,57.62,2.09,2.07,-2.0,top lane,864.0,G.MASTER,-0.9099999999999966,-2.197802197802206
Briar,54.67,7.96,57.62,2.18,3.4,-7.0,jungle lane,900.0,G.MASTER,-2.9499999999999957,-2.372881355932207
Galio,53.7,7.33,57.62,3.37,1.51,-13.0,middle lane,1391.0,G.MASTER,-3.9199999999999946,-3.3163265306122494
Urgot,57.5,9.62,57.62,2.24,0.69,0.0,top lane,927.0,G.MASTER,-0.11999999999999744,0.0
Gragas,57.35,8.93,57.62,2.04,0.76,-1.0,top lane,844.0,G.MASTER,-0.269999999999996,-3.7037037037037583
Vi,55.23,4.94,57.62,2.73,0.57,-7.0,jungle lane,1128.0,G.MASTER,-2.3900000000000006,-2.9288702928870287
Renekton,55.99,5.39,57.62,4.65,5.27,-8.0,top lane,1920.0,G.MASTER,-1.6299999999999955,-4.907975460122713
Wukong,55.01,5.01,57.62,1.14,0.49,-3.0,jungle lane,469.0,G.MASTER,-2.6099999999999994,-1.149425287356322
Dr. Mundo,54.83,5.23,57.62,2.03,2.87,-6.0,top lane,839.0,G.MASTER,-2.789999999999999,-2.150537634408603
Yorick,57.63,7.63,57.62,1.62,3.21,0.0,top lane,668.0,G.MASTER,0.010000000000005116,0.0
Fizz,55.76,8.9,57.62,3.09,2.25,-6.0,middle lane,1275.0,G.MASTER,-1.8599999999999994,-3.2258064516129044
Sejuani,55.27,7.59,57.62,0.57,0.08,-1.0,jungle lane,237.0,G.MASTER,-2.3499999999999943,-0.425531914893618
Sett,56.37,8.47,57.62,1.39,1.14,-2.0,top lane,573.0,G.MASTER,-1.25,-1.6
Vex,56.77,7.57,57.62,2.22,2.14,-2.0,middle lane,916.0,G.MASTER,-0.8499999999999943,-2.352941176470604
Cho'Gath,56.97,4.58,57.62,1.76,0.44,-1.0,top lane,725.0,G.MASTER,-0.6499999999999986,-1.5384615384615419
Veigar,55.26,6.47,57.62,2.07,0.46,-5.0,middle lane,856.0,G.MASTER,-2.3599999999999994,-2.1186440677966107
Quinn,55.6,4.75,57.62,1.1,0.65,-2.0,top lane,455.0,G.MASTER,-2.019999999999996,-0.9900990099009921
Amumu,55.11,8.44,57.62,0.54,0.41,-1.0,jungle lane,225.0,G.MASTER,-2.509999999999998,-0.39840637450199234
Gnar,54.61,6.24,57.62,3.52,1.39,-11.0,top lane,1452.0,G.MASTER,-3.009999999999998,-3.6544850498338897
Nasus,54.97,3.85,57.62,1.19,2.52,-3.0,top lane,493.0,G.MASTER,-2.6499999999999986,-1.1320754716981138
Ornn,52.32,4.24,57.62,3.76,0.6,-20.0,top lane,1554.0,G.MASTER,-5.299999999999997,-3.773584905660379
Malzahar,54.01,8.26,57.62,3.44,4.53,-13.0,middle lane,1420.0,G.MASTER,-3.6099999999999994,-3.601108033240998
Azir,52.36,6.49,57.62,2.21,0.37,-12.0,middle lane,911.0,G.MASTER,-5.259999999999998,-2.2813688212927765
Mel,48.24,7.5,57.62,2.2,23.29,-27.0,middle lane,910.0,G.MASTER,-9.379999999999995,-2.8784648187633275
Heimerdinger,53.14,4.96,57.62,0.58,0.64,-3.0,top lane,239.0,G.MASTER,-4.479999999999997,-0.6696428571428577
Illaoi,54.1,11.42,57.62,0.8,1.56,-3.0,top lane,329.0,G.MASTER,-3.519999999999996,-0.8522727272727282
Trundle,51.79,5.55,57.62,0.61,0.23,-4.0,top lane,251.0,G.MASTER,-5.829999999999998,-0.6861063464837052
Talon,54.47,2.06,52.83,7.31,17.3,14.0,jungle lane,22078.0,MASTER,1.6400000000000006,8.536585365853655
Seraphine,55.02,2.6,52.83,10.09,3.86,23.0,support lane,30479.0,MASTER,2.190000000000005,10.502283105022808
Jinx,53.85,2.87,52.83,9.84,2.04,10.0,bottom lane,29748.0,MASTER,1.0200000000000031,9.803921568627421
Zed,55.29,3.02,52.83,9.09,30.33,32.0,middle lane,27470.0,MASTER,2.460000000000001,13.00813008130081
Lee Sin,52.8,2.21,52.83,13.18,14.66,0.0,jungle lane,39819.0,MASTER,-0.030000000000001137,0.0
Riven,54.8,2.62,52.83,3.64,4.92,8.0,top lane,11014.0,MASTER,1.9699999999999989,4.060913705583759
Qiyana,54.59,1.75,52.83,3.56,5.4,7.0,middle lane,10754.0,MASTER,1.7600000000000051,3.9772727272727155
Nami,53.81,3.96,52.83,17.46,3.63,18.0,support lane,52756.0,MASTER,0.980000000000004,18.367346938775437
Smolder,55.77,3.4,52.83,18.44,17.65,66.0,bottom lane,55721.0,MASTER,2.940000000000005,22.448979591836697
Thresh,53.84,3.31,52.83,11.63,6.92,13.0,support lane,35153.0,MASTER,1.0100000000000051,12.871287128712806
Rek'Sai,55.29,2.28,52.83,3.31,2.61,8.0,jungle lane,9999.0,MASTER,2.460000000000001,3.2520325203252023
Ashe,55.16,2.85,52.83,14.4,7.29,36.0,bottom lane,43517.0,MASTER,2.3299999999999983,15.450643776824046
Irelia,53.82,3.07,52.83,4.26,14.72,5.0,top lane,12881.0,MASTER,0.990000000000002,5.05050505050504
Katarina,54.13,2.92,52.83,7.0,12.89,10.0,middle lane,21143.0,MASTER,1.3000000000000043,7.692307692307667
Graves,52.64,2.51,52.83,12.22,22.38,-3.0,jungle lane,36917.0,MASTER,-0.18999999999999773,-15.789473684210716
Rell,55.43,2.22,52.83,5.36,1.18,14.0,support lane,16191.0,MASTER,2.6000000000000014,5.3846153846153815
Shaco,54.95,3.62,52.83,3.99,10.35,9.0,jungle lane,12070.0,MASTER,2.1200000000000045,4.245283018867916
Ahri,53.82,2.98,52.83,10.69,4.34,11.0,middle lane,32291.0,MASTER,0.990000000000002,11.11111111111109
Draven,53.62,2.79,52.83,5.06,22.08,5.0,bottom lane,15279.0,MASTER,0.7899999999999991,6.32911392405064
Bard,53.79,2.47,52.83,10.18,7.04,11.0,support lane,30760.0,MASTER,0.9600000000000009,11.458333333333323
Vladimir,54.38,3.33,52.83,4.22,7.0,7.0,middle lane,12746.0,MASTER,1.5500000000000043,4.5161290322580525
Singed,55.09,2.55,52.83,3.02,1.33,7.0,top lane,9125.0,MASTER,2.260000000000005,3.0973451327433557
Pyke,53.26,2.39,52.83,6.2,36.6,4.0,support lane,18743.0,MASTER,0.4299999999999997,9.302325581395355
Naafiri,52.44,2.78,52.83,7.73,34.81,-5.0,jungle lane,23355.0,MASTER,-0.39000000000000057,-12.820512820512802
Olaf,54.8,1.94,52.83,2.71,2.83,5.0,top lane,8175.0,MASTER,1.9699999999999989,2.538071065989849
Karma,52.11,2.58,52.83,13.92,11.45,-11.0,support lane,42064.0,MASTER,-0.7199999999999989,-15.277777777777802
Rengar,53.8,3.17,52.83,4.64,18.32,6.0,jungle lane,14024.0,MASTER,0.9699999999999989,6.185567010309286
Lissandra,54.82,2.77,52.83,4.9,2.58,10.0,middle lane,14817.0,MASTER,1.990000000000002,5.025125628140699
Kayn,54.2,3.75,52.83,5.25,3.13,7.0,jungle lane,15866.0,MASTER,1.3700000000000045,5.109489051094873
Jhin,51.72,2.8,52.83,14.52,0.88,-16.0,bottom lane,43888.0,MASTER,-1.1099999999999994,-14.414414414414422
Senna,53.87,2.5,52.83,6.49,2.12,7.0,support lane,19618.0,MASTER,1.0399999999999991,6.730769230769236
Master Yi,54.06,3.07,52.83,5.09,12.6,7.0,jungle lane,15384.0,MASTER,1.230000000000004,5.691056910569087
Sona,54.74,2.93,52.83,5.27,0.89,10.0,support lane,15925.0,MASTER,1.9100000000000037,5.235602094240828
Xerath,54.09,3.26,52.83,5.35,4.58,7.0,middle lane,16154.0,MASTER,1.2600000000000051,5.555555555555533
Soraka,53.93,3.46,52.83,5.69,2.43,6.0,support lane,17199.0,MASTER,1.1000000000000014,5.454545454545448
Vayne,53.12,4.8,52.83,5.09,12.61,2.0,bottom lane,15388.0,MASTER,0.28999999999999915,6.896551724137951
Akali,52.57,2.72,52.83,6.5,19.79,-2.0,middle lane,19642.0,MASTER,-0.259999999999998,-7.692307692307751
Bel'Veth,55.31,2.94,52.83,2.17,6.18,6.0,jungle lane,6556.0,MASTER,2.480000000000004,2.4193548387096735
Jax,53.24,2.82,52.83,5.64,15.05,3.0,top lane,17045.0,MASTER,0.4100000000000037,7.317073170731641
Nidalee,54.01,1.47,52.83,3.46,2.27,4.0,jungle lane,10442.0,MASTER,1.1799999999999997,3.389830508474577
Lulu,52.09,2.96,52.83,11.0,9.02,-9.0,support lane,33241.0,MASTER,-0.7399999999999949,-12.162162162162247
Yasuo,52.33,3.3,52.83,6.6,17.84,-4.0,middle lane,19956.0,MASTER,-0.5,-8.0
Nautilus,51.87,2.28,52.83,10.93,12.89,-12.0,support lane,33033.0,MASTER,-0.9600000000000009,-12.49999999999999
Lucian,52.41,1.98,52.83,9.23,3.13,-4.0,bottom lane,27892.0,MASTER,-0.4200000000000017,-9.523809523809485
Blitzcrank,53.59,2.57,52.83,4.89,8.64,4.0,support lane,14784.0,MASTER,0.7600000000000051,5.263157894736807
Brand,56.45,3.44,52.83,3.24,5.81,12.0,bottom lane,9800.0,MASTER,3.6200000000000045,3.314917127071819
Akshan,53.77,2.97,52.83,3.44,5.17,3.0,middle lane,10382.0,MASTER,0.9400000000000048,3.191489361702111
Kha'Zix,52.91,3.17,52.83,6.14,4.88,1.0,jungle lane,18555.0,MASTER,0.0799999999999983,12.500000000000266
Vel'Koz,54.17,3.71,52.83,2.21,0.94,3.0,support lane,6671.0,MASTER,1.3400000000000034,2.238805970149248
Pantheon,51.92,2.68,52.83,2.42,1.33,-2.0,support lane,7326.0,MASTER,-0.9099999999999966,-2.197802197802206
Zilean,54.39,2.59,52.83,3.44,1.83,5.0,support lane,10381.0,MASTER,1.5600000000000023,3.2051282051282004
Gangplank,54.57,3.3,52.83,4.41,4.61,8.0,top lane,13325.0,MASTER,1.740000000000002,4.597701149425282
Anivia,52.97,1.86,52.83,3.94,6.62,1.0,middle lane,11895.0,MASTER,0.14000000000000057,7.142857142857114
Janna,54.04,2.85,52.83,5.51,1.57,7.0,support lane,16642.0,MASTER,1.2100000000000009,5.785123966942145
Xin Zhao,52.23,3.08,52.83,7.72,5.73,-5.0,jungle lane,23331.0,MASTER,-0.6000000000000014,-8.333333333333314
Caitlyn,51.83,3.02,52.83,11.31,19.36,-14.0,bottom lane,34181.0,MASTER,-1.0,-14.0
Darius,53.31,3.64,52.83,5.36,11.3,3.0,top lane,16194.0,MASTER,0.480000000000004,6.2499999999999485
Zoe,53.71,2.28,52.83,3.8,9.49,4.0,middle lane,11472.0,MASTER,0.8800000000000026,4.5454545454545325
Ivern,55.76,2.84,52.83,1.47,0.57,4.0,jungle lane,4439.0,MASTER,2.9299999999999997,1.3651877133105803
Sylas,52.0,2.47,52.83,6.87,11.65,-6.0,middle lane,20752.0,MASTER,-0.8299999999999983,-7.228915662650618
Milio,53.24,3.47,52.83,7.17,4.26,3.0,support lane,21679.0,MASTER,0.4100000000000037,7.317073170731641
Jarvan IV,52.55,2.61,52.83,9.13,2.27,-3.0,jungle lane,27579.0,MASTER,-0.28000000000000114,-10.714285714285671
Samira,53.2,2.83,52.83,3.99,4.34,2.0,bottom lane,12069.0,MASTER,0.37000000000000455,5.405405405405339
Rakan,53.02,2.3,52.83,4.44,0.43,1.0,support lane,13426.0,MASTER,0.19000000000000483,5.263157894736708
Alistar,53.53,2.93,52.83,4.53,1.98,3.0,support lane,13701.0,MASTER,0.7000000000000028,4.285714285714269
Hecarim,52.16,2.9,52.83,5.23,6.6,-4.0,jungle lane,15810.0,MASTER,-0.6700000000000017,-5.970149253731328
Syndra,53.61,3.62,52.83,4.47,3.06,4.0,middle lane,13512.0,MASTER,0.7800000000000011,5.128205128205121
LeBlanc,52.82,2.71,52.83,4.02,17.0,0.0,middle lane,12156.0,MASTER,-0.00999999999999801,0.0
Karthus,52.47,2.39,52.83,2.22,3.79,-1.0,jungle lane,6718.0,MASTER,-0.35999999999999943,-2.777777777777782
Swain,55.12,2.81,52.83,1.72,1.18,4.0,bottom lane,5207.0,MASTER,2.289999999999999,1.746724890829695
Braum,53.61,3.01,52.83,6.23,9.86,5.0,support lane,18835.0,MASTER,0.7800000000000011,6.410256410256401
Ekko,52.13,3.74,52.83,3.63,2.25,-3.0,jungle lane,10982.0,MASTER,-0.6999999999999957,-4.285714285714312
Kayle,55.43,3.46,52.83,2.33,3.26,6.0,top lane,7034.0,MASTER,2.6000000000000014,2.3076923076923066
Lux,51.28,3.86,52.83,3.11,1.3,-5.0,support lane,9395.0,MASTER,-1.5499999999999972,-3.2258064516129092
Camille,54.01,3.18,52.83,3.35,1.12,4.0,top lane,10115.0,MASTER,1.1799999999999997,3.389830508474577
Kindred,53.84,2.05,52.83,2.98,2.98,3.0,jungle lane,9012.0,MASTER,1.0100000000000051,2.970297029702955
Udyr,54.38,2.77,52.83,1.99,1.41,3.0,jungle lane,6010.0,MASTER,1.5500000000000043,1.9354838709677367
Poppy,54.84,2.46,52.83,1.53,3.88,3.0,support lane,4628.0,MASTER,2.010000000000005,1.492537313432832
Ezreal,50.13,2.22,52.83,21.48,15.05,-68.0,bottom lane,64923.0,MASTER,-2.6999999999999957,-25.185185185185226
Fiora,53.96,2.66,52.83,3.74,8.47,5.0,top lane,11307.0,MASTER,1.1300000000000026,4.424778761061937
Twisted Fate,52.78,1.18,52.83,5.13,1.16,0.0,middle lane,15499.0,MASTER,-0.04999999999999716,0.0
Tryndamere,55.29,3.39,52.83,2.52,1.73,6.0,top lane,7614.0,MASTER,2.460000000000001,2.4390243902439015
Twitch,52.95,3.6,52.83,4.08,5.29,1.0,bottom lane,12337.0,MASTER,0.12000000000000455,8.333333333333018
Viego,51.2,2.5,52.83,8.87,6.53,-15.0,jungle lane,26792.0,MASTER,-1.6299999999999955,-9.202453987730086
Orianna,51.24,1.89,52.83,4.75,1.88,-8.0,middle lane,14353.0,MASTER,-1.5899999999999963,-5.0314465408805145
Skarner,54.24,3.01,52.83,1.16,0.25,2.0,jungle lane,3494.0,MASTER,1.4100000000000037,1.418439716312053
Neeko,52.02,2.22,52.83,2.46,1.32,-2.0,support lane,7436.0,MASTER,-0.8099999999999952,-2.4691358024691503
Gwen,55.05,3.99,52.83,2.43,3.56,6.0,top lane,7352.0,MASTER,2.219999999999999,2.702702702702704
Leona,52.66,2.47,52.83,5.75,3.53,-1.0,support lane,17373.0,MASTER,-0.1700000000000017,-5.8823529411764115
Shen,53.97,3.24,52.83,4.36,1.48,5.0,top lane,13189.0,MASTER,1.1400000000000006,4.385964912280699
Taliyah,52.77,1.87,52.83,2.32,0.81,0.0,middle lane,7008.0,MASTER,-0.05999999999999517,0.0
Yone,52.27,3.24,52.83,4.68,3.08,-3.0,top lane,14156.0,MASTER,-0.5599999999999952,-5.357142857142903
Nunu & Willump,54.58,3.73,52.83,2.64,0.78,5.0,jungle lane,7981.0,MASTER,1.75,2.857142857142857
Garen,53.78,4.38,52.83,5.3,4.01,5.0,top lane,16009.0,MASTER,0.9500000000000028,5.2631578947368265
Kog'Maw,54.02,2.28,52.83,1.77,0.43,2.0,bottom lane,5357.0,MASTER,1.1900000000000048,1.6806722689075562
Shyvana,53.9,3.89,52.83,3.73,4.88,4.0,jungle lane,11262.0,MASTER,1.0700000000000003,3.738317757009345
Viktor,52.19,2.78,52.83,9.26,5.29,-6.0,middle lane,27984.0,MASTER,-0.6400000000000006,-9.374999999999991
Aatrox,52.14,3.38,52.83,6.08,7.89,-5.0,top lane,18384.0,MASTER,-0.6899999999999977,-7.246376811594227
Yunara,50.4,1.86,52.83,8.06,2.25,-20.0,bottom lane,24351.0,MASTER,-2.4299999999999997,-8.230452674897121
Fiddlesticks,54.17,2.98,52.83,2.16,1.65,3.0,jungle lane,6518.0,MASTER,1.3400000000000034,2.238805970149248
Corki,52.3,3.05,52.83,3.25,0.75,-2.0,bottom lane,9832.0,MASTER,-0.5300000000000011,-3.7735849056603694
Miss Fortune,52.44,3.46,52.83,3.97,0.39,-2.0,bottom lane,11993.0,MASTER,-0.39000000000000057,-5.128205128205121
Nocturne,52.7,3.44,52.83,5.75,8.25,-1.0,jungle lane,17372.0,MASTER,-0.12999999999999545,-7.692307692307962
